Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,NJ,NJ-016,cellPhone,What are the penalties for cell phone violations in New Jersey?,25 dollars,200 to 400 first then 400 to 600 then 600 to 800,100 dollars,Warning first,B,1,New Jersey fines range from 200 to 400 dollars for first offense increasing with subsequent violations.
State-Specific,NJ,NJ-017,cellPhone,Does New Jersey add points for cell phone violations?,No,Yes 3 points for third and subsequent offenses,Always 3 points,Only for crashes,B,1,New Jersey adds 3 motor vehicle points for third and subsequent cell phone violations.
State-Specific,NJ,NJ-018,cellPhone,Can New Jersey suspend licenses for cell phone violations?,No,Yes after third offense,Only for crashes,Only for GDL drivers,B,1,New Jersey can suspend driving privileges after a third cell phone violation.
State-Specific,NJ,NJ-019,duiStateLaws,What is the standard BAC limit for adult drivers in New Jersey?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,New Jersey standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,NJ,NJ-020,duiStateLaws,What is New Jersey zero tolerance BAC limit for drivers under 21?,0.00 percent,0.01 percent,0.02 percent,0.05 percent,B,1,New Jersey has a 0.01 percent BAC limit for drivers under 21 essentially zero tolerance.
State-Specific,NJ,NJ-021,duiStateLaws,What is the BAC limit for commercial drivers in New Jersey?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in New Jersey face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,NJ,NJ-022,duiStateLaws,What happens if you refuse a BAC test in New Jersey?,Warning only,Same penalties as if convicted of DWI,90 day suspension,Reduced penalties,B,1,Refusing a BAC test in New Jersey results in the same penalties as a DWI conviction.
State-Specific,NJ,NJ-023,duiStateLaws,How many years does New Jersey look back for repeat DWI offenses?,5 years,10 years,7 years,Lifetime,B,1,New Jersey uses a 10-year lookback period for determining repeat DWI offenses and enhanced penalties.
State-Specific,NJ,NJ-024,duiStateLaws,What is New Jersey implied consent law?,Consent to searches,Driving constitutes consent to breath testing,Consent to field tests,Consent to blood only,B,1,New Jersey implied consent specifically applies to breath testing when lawfully arrested for DWI.
State-Specific,NJ,NJ-025,duiStateLaws,What device is required for all New Jersey DWI offenders?,GPS tracker,Ignition interlock device,Breathalyzer at home,None required,B,1,New Jersey requires ignition interlock devices for all DWI offenders even first-time offenders.
State-Specific,NJ,NJ-026,duiStateLaws,What is New Jersey's term for impaired driving?,DUI,DWI,OWI,OVUII,B,1,New Jersey uses the term DWI which stands for Driving While Intoxicated.
State-Specific,NJ,NJ-027,insurance,Is New Jersey an at-fault or no-fault insurance state?,At-fault,No-fault with options,Choice system,Hybrid,C,2,New Jersey offers a choice system where drivers can select no-fault or traditional tort coverage.
State-Specific,NJ,NJ-028,insurance,What coverage options does New Jersey offer?,Standard only,Basic or Standard policy options,Only liability,Comprehensive only,B,1,New Jersey offers both Basic and Standard policy options with different coverage levels and lawsuit rights.
State-Specific,NJ,NJ-029,insurance,Must New Jersey drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,New Jersey requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,NJ,NJ-030,insurance,What happens if you drive without insurance in New Jersey?,Warning only,Significant fines license suspension and community service,Points only,Small fine,B,1,Driving without insurance in New Jersey results in fines of at least 300 dollars license suspension and community service.
State-Specific,NJ,NJ-031,stateUnique,When must headlights be used in New Jersey?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and when wipers are on,Only in rain,Only on highways,B,1,New Jersey requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when windshield wipers are in use.
State-Specific,NJ,NJ-032,stateUnique,What is New Jersey Move Over law?,Emergency vehicles only,Slow down and move over for emergency and service vehicles,Police only,No move over law,B,1,New Jersey requires slowing down and moving over for emergency vehicles and service vehicles with flashing lights.
State-Specific,NJ,NJ-033,stateUnique,What is the maximum speed limit on New Jersey highways?,55 mph,65 mph,70 mph,60 mph,B,1,New Jersey maximum speed limit on highways is 65 mph though many areas are posted lower.
State-Specific,NJ,NJ-034,stateUnique,What should New Jersey drivers know about jughandles?,They do not exist,Jughandles are used for left turns from right side of road,Standard left turns,Only in South Jersey,B,1,New Jersey uses jughandle ramps for many left turns. Drivers exit right to turn left at major intersections.
State-Specific,NJ,NJ-035,stateUnique,What is New Jersey law regarding school buses?,Stop only on same side,Stop in both directions unless divided by raised median,Slow to 25 mph,Stop only if signaled,B,1,New Jersey requires all traffic from both directions to stop for school buses unless separated by a raised median barrier.
State-Specific,NJ,NJ-036,stateUnique,Are right turns on red permitted in New Jersey?,Never,Yes unless prohibited by sign,Only outside cities,Only with arrow,B,1,Right turns on red are permitted in New Jersey after a complete stop unless a sign prohibits it.
State-Specific,NJ,NJ-037,stateUnique,What is unique about New Jersey gas stations?,Self-service allowed,Full-service only with attendants pumping gas,No pumping restrictions,Only diesel is self-serve,B,1,New Jersey prohibits self-service gas. Attendants must pump fuel for customers at all gas stations.
State-Specific,NJ,NJ-038,stateUnique,What should New Jersey drivers know about toll roads?,No toll roads,Extensive toll road system with E-ZPass and cash options,Free for residents,Cash only,B,1,New Jersey has an extensive toll road system including the Turnpike and Parkway. E-ZPass provides discounts and faster travel.
State-Specific,NJ,NJ-039,stateUnique,How close can you park to a fire hydrant in New Jersey?,10 feet,10 feet,15 feet,20 feet,B,1,New Jersey law prohibits parking within 10 feet of a fire hydrant.
State-Specific,NJ,NJ-040,stateUnique,What should New Jersey drivers know about circles and traffic circles?,Same as rotaries,Yield to traffic in the circle and follow posted signs,Traffic in circle yields,Always turn right,B,1,New Jersey has many traffic circles. Yield to traffic already in the circle and follow posted signs as some rules vary by circle.
State-Specific,NM,NM-001,gdlLicensing,At what age can a New Mexico teen obtain a learner's permit?,14,15,16,15 and a half,B,1,New Mexico issues learner's permits at age 15.
State-Specific,NM,NM-002,gdlLicensing,How long must a New Mexico teen hold a learner's permit?,6 months,12 months,9 months,3 months,A,0,New Mexico requires teens to hold a learner's permit for at least 6 months before road testing.
State-Specific,NM,NM-003,gdlLicensing,How many hours of supervised driving practice are required in New Mexico?,30 hours,50 hours,40 hours,65 hours,B,1,New Mexico requires 50 hours of supervised driving practice including 10 hours at night.
State-Specific,NM,NM-004,gdlLicensing,At what age can a New Mexico teen obtain a provisional license?,15 and a half,16,17,16 and a half,B,1,New Mexico teens can obtain a provisional license at age 16 after completing all requirements.
State-Specific,NM,NM-005,gdlLicensing,What are the nighttime restrictions for New Mexico provisional drivers?,10pm to 5am,Midnight to 5am,11pm to 6am,9pm to 6am,B,1,New Mexico provisional drivers cannot drive between midnight and 5am unless for work school or emergencies.
State-Specific,NM,NM-006,gdlLicensing,How many passengers can a New Mexico provisional driver carry in first year?,No limit,1 passenger under 21 for first 6 months,2 passengers,Only family members,B,1,During the first 6 months New Mexico provisional drivers may carry only 1 passenger under 21 unless family.
State-Specific,NM,NM-007,gdlLicensing,At what age can a New Mexico driver obtain a full license?,17,18,21,16 and a half,B,1,New Mexico drivers can obtain a full unrestricted license at age 18.
State-Specific,NM,NM-008,gdlLicensing,Who must supervise a New Mexico permit holder?,Any licensed driver,Licensed driver 21 or older,Parent only,Licensed driver 18 or older,B,1,New Mexico permit holders must be supervised by a licensed driver at least 21 years old.
State-Specific,NM,NM-009,gdlLicensing,Is driver education required in New Mexico?,No it is optional,Yes for all drivers under 18,Only for permit holders under 16,Only after violations,B,1,New Mexico requires driver education for all drivers under 18.
State-Specific,NM,NM-010,gdlLicensing,What happens if a New Mexico provisional driver commits a violation?,Warning only,90-day extension of provisional period per violation,Points only,Fine only,B,1,Each moving violation by a New Mexico provisional driver extends the provisional period by 90 days.
State-Specific,NM,NM-011,gdlLicensing,Can New Mexico parents restrict their teen's driving further?,No state rules only,Yes by notifying MVD,Only first 30 days,Only for curfew,B,1,New Mexico parents can request additional restrictions on their teen's license through MVD.
State-Specific,NM,NM-012,gdlLicensing,What driving log must New Mexico teens maintain?,None required,50-hour practice log certified by parent,10-hour log,Only instructor hours,B,1,New Mexico requires teens to maintain and submit a driving practice log certified by a parent showing 50 hours including night driving.
State-Specific,NM,NM-013,cellPhone,What is New Mexico cell phone law for permit and provisional drivers?,Hands-free only,No cell phone use while driving,Same as adults,Texting only banned,B,1,New Mexico prohibits all cell phone use for permit and provisional license holders while driving.
State-Specific,NM,NM-014,cellPhone,What is New Mexico cell phone law for all drivers?,No restrictions,Handheld phones banned for all drivers,Texting ban only,Only in school zones,B,1,New Mexico bans handheld phone use for all drivers statewide.
State-Specific,NM,NM-015,cellPhone,How is New Mexico cell phone ban enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,New Mexico cell phone ban is a primary offense meaning police can stop drivers solely for observed violations.
